product_id,product_name,price,units_sold,page_views,conversion_rate,product_category,date
P-1025,Performance Hoodie,45.49,67,905,0.074,Apparel,2025-03-31
P-1026,Running Shorts,112.1,106,1004,0.1056,Apparel,2025-03-31
P-1027,Stretch Denim Jeans,68.66,117,1495,0.0783,Apparel,2025-03-31
P-1028,Linen Button Shirt,82.56,96,1317,0.0729,Apparel,2025-03-31
P-1029,Seamless Leggings,39.47,113,1037,0.109,Apparel,2025-03-31
P-1030,Merino Crew Socks,107.62,57,1512,0.0377,Apparel,2025-03-31
P-1031,Canvas Weekender Bag,118.52,73,833,0.0876,Apparel,2025-03-31
P-1032,Rain Shell Jacket,65.08,47,697,0.0674,Apparel,2025-03-31
P-1033,Adjustable Dumbbell,44.38,40,503,0.0795,Fitness,2025-03-31
P-1034,Yoga Mat Pro,199.78,50,1515,0.033,Fitness,2025-03-31
P-1035,Resistance Band Kit,126.24,34,863,0.0394,Fitness,2025-03-31
P-1036,Foam Roller,76.93,53,1437,0.0369,Fitness,2025-03-31
P-1037,Cycling Trainer Stand,163.76,86,1424,0.0604,Fitness,2025-03-31
P-1038,Hydration Vest,166.47,18,832,0.0216,Fitness,2025-03-31
P-1039,Recovery Massage Gun,110.88,26,665,0.0391,Fitness,2025-03-31
P-1040,Balance Board,174.83,78,1083,0.072,Fitness,2025-03-31
P-1041,Organic Coffee Beans,10.42,194,1960,0.099,Grocery,2025-03-31
P-1042,Protein Granola,17.43,107,894,0.1197,Grocery,2025-03-31
P-1043,Sparkling Water Pack,34.06,438,2006,0.2183,Grocery,2025-03-31
P-1044,Olive Oil Tin,23.88,344,1538,0.2237,Grocery,2025-03-31
P-1045,Dried Mango Slices,13.23,124,618,0.2006,Grocery,2025-03-31
P-1046,Plant-Based Jerky,5.2,564,2913,0.1936,Grocery,2025-03-31
P-1047,Almond Butter Jar,20.31,235,1397,0.1682,Grocery,2025-03-31
P-1048,Herbal Tea Sampler,27.92,456,2637,0.1729,Grocery,2025-03-31
P-1001,Wireless Earbuds,149.17,15,1101,0.0136,Electronics,2025-04-01
P-1002,USB-C Docking Hub,174.05,61,1918,0.0318,Electronics,2025-04-01
P-1003,Smart Home Camera,207.42,24,1699,0.0141,Electronics,2025-04-01
P-1004,Portable Charger,273.93,15,995,0.0151,Electronics,2025-04-01
P-1005,Bluetooth Speaker,237.14,29,1178,0.0246,Electronics,2025-04-01
P-1006,Gaming Keyboard,220.23,45,1036,0.0434,Electronics,2025-04-01
P-1007,Streaming Microphone,296.46,56,1992,0.0281,Electronics,2025-04-01
P-1008,Fitness Smartwatch,345.68,72,1506,0.0478,Electronics,2025-04-01
P-1009,Ceramic Cookware Set,71.74,60,1059,0.0567,Home & Kitchen,2025-04-01
P-1010,Air Fryer Basket,65.99,55,798,0.0689,Home & Kitchen,2025-04-01
P-1011,Memory Foam Pillow,86.17,82,1535,0.0534,Home & Kitchen,2025-04-01
P-1012,Countertop Blender,123.32,48,1217,0.0394,Home & Kitchen,2025-04-01
P-1013,Cotton Sheet Set,59.57,17,463,0.0367,Home & Kitchen,2025-04-01
P-1014,Desk Organizer,104.32,73,1275,0.0573,Home & Kitchen,2025-04-01
P-1015,LED Floor Lamp,82.04,32,925,0.0346,Home & Kitchen,2025-04-01
P-1016,Vacuum Storage Bags,67.3,119,1709,0.0696,Home & Kitchen,2025-04-01
P-1017,Hydrating Face Serum,66.73,66,1182,0.0558,Beauty,2025-04-01
P-1018,Mineral Sunscreen,12.75,249,1656,0.1504,Beauty,2025-04-01
P-1019,Retinol Night Cream,28.74,167,1959,0.0852,Beauty,2025-04-01
P-1020,Matte Lip Kit,76.47,328,3200,0.1025,Beauty,2025-04-01
P-1021,Scalp Care Tonic,46.35,92,1376,0.0669,Beauty,2025-04-01
P-1022,Fragrance Discovery Set,17.46,238,2461,0.0967,Beauty,2025-04-01
P-1023,Reusable Makeup Pads,20.81,123,1065,0.1155,Beauty,2025-04-01
P-1024,Volumizing Hair Brush,38.65,207,1302,0.159,Beauty,2025-04-01
P-1025,Performance Hoodie,40.32,81,665,0.1218,Apparel,2025-04-01
P-1026,Running Shorts,114.6,116,1245,0.0932,Apparel,2025-04-01
P-1027,Stretch Denim Jeans,70.7,165,2420,0.0682,Apparel,2025-04-01
P-1028,Linen Button Shirt,79.14,71,1419,0.05,Apparel,2025-04-01
P-1029,Seamless Leggings,37.99,137,946,0.1448,Apparel,2025-04-01
P-1030,Merino Crew Socks,106.95,70,1660,0.0422,Apparel,2025-04-01
P-1031,Canvas Weekender Bag,119.69,74,1016,0.0728,Apparel,2025-04-01
P-1032,Rain Shell Jacket,70.44,26,434,0.0599,Apparel,2025-04-01
P-1033,Adjustable Dumbbell,41.09,40,631,0.0634,Fitness,2025-04-01
P-1034,Yoga Mat Pro,211.03,44,1388,0.0317,Fitness,2025-04-01
P-1035,Resistance Band Kit,121.63,38,831,0.0457,Fitness,2025-04-01
P-1036,Foam Roller,77.66,43,1158,0.0371,Fitness,2025-04-01
P-1037,Cycling Trainer Stand,159.08,78,1302,0.0599,Fitness,2025-04-01
P-1038,Hydration Vest,174.6,25,1153,0.0217,Fitness,2025-04-01
P-1039,Recovery Massage Gun,107.81,28,698,0.0401,Fitness,2025-04-01
P-1040,Balance Board,182.4,86,1582,0.0544,Fitness,2025-04-01
P-1041,Organic Coffee Beans,10.62,198,2621,0.0755,Grocery,2025-04-01
P-1042,Protein Granola,16.49,79,862,0.0916,Grocery,2025-04-01
P-1043,Sparkling Water Pack,35.59,447,2033,0.2199,Grocery,2025-04-01
P-1044,Olive Oil Tin,23.97,249,1165,0.2137,Grocery,2025-04-01
P-1045,Dried Mango Slices,12.78,108,674,0.1602,Grocery,2025-04-01
P-1046,Plant-Based Jerky,5.11,369,2024,0.1823,Grocery,2025-04-01
P-1047,Almond Butter Jar,20.34,191,1345,0.142,Grocery,2025-04-01
P-1048,Herbal Tea Sampler,27.54,412,2725,0.1512,Grocery,2025-04-01
P-1001,Wireless Earbuds,152.37,23,1236,0.0186,Electronics,2025-04-02
P-1002,USB-C Docking Hub,173.47,96,2495,0.0385,Electronics,2025-04-02
P-1003,Smart Home Camera,206.34,46,2270,0.0203,Electronics,2025-04-02
P-1004,Portable Charger,270.27,9,840,0.0107,Electronics,2025-04-02
P-1005,Bluetooth Speaker,238.46,36,1069,0.0337,Electronics,2025-04-02
P-1006,Gaming Keyboard,217.28,42,1189,0.0353,Electronics,2025-04-02
P-1007,Streaming Microphone,309.59,47,1726,0.0272,Electronics,2025-04-02
P-1008,Fitness Smartwatch,383.89,58,1437,0.0404,Electronics,2025-04-02
P-1009,Ceramic Cookware Set,71.74,69,1033,0.0668,Home & Kitchen,2025-04-02
P-1010,Air Fryer Basket,65.19,80,843,0.0949,Home & Kitchen,2025-04-02
P-1011,Memory Foam Pillow,82.61,81,1155,0.0701,Home & Kitchen,2025-04-02
P-1012,Countertop Blender,118.47,58,1782,0.0325,Home & Kitchen,2025-04-02
P-1013,Cotton Sheet Set,58.51,26,618,0.0421,Home & Kitchen,2025-04-02
P-1014,Desk Organizer,102.62,46,879,0.0523,Home & Kitchen,2025-04-02
P-1015,LED Floor Lamp,85.16,46,1199,0.0384,Home & Kitchen,2025-04-02
P-1016,Vacuum Storage Bags,66.43,135,1476,0.0915,Home & Kitchen,2025-04-02
P-1017,Hydrating Face Serum,68.11,73,1203,0.0607,Beauty,2025-04-02
P-1018,Mineral Sunscreen,13.1,208,1619,0.1285,Beauty,2025-04-02
P-1019,Retinol Night Cream,29.58,159,1927,0.0825,Beauty,2025-04-02
P-1020,Matte Lip Kit,77.61,275,3080,0.0893,Beauty,2025-04-02
P-1021,Scalp Care Tonic,45.41,99,1427,0.0694,Beauty,2025-04-02
P-1022,Fragrance Discovery Set,16.99,238,2339,0.1018,Beauty,2025-04-02
P-1023,Reusable Makeup Pads,20.68,175,1299,0.1347,Beauty,2025-04-02
P-1024,Volumizing Hair Brush,39.23,260,1633,0.1592,Beauty,2025-04-02
P-1025,Performance Hoodie,42.71,77,875,0.088,Apparel,2025-04-02
P-1026,Running Shorts,109.47,132,1135,0.1163,Apparel,2025-04-02
P-1027,Stretch Denim Jeans,70.52,149,2001,0.0745,Apparel,2025-04-02
P-1028,Linen Button Shirt,79.29,102,1743,0.0585,Apparel,2025-04-02
P-1029,Seamless Leggings,40.57,122,1143,0.1067,Apparel,2025-04-02
P-1030,Merino Crew Socks,109.73,83,1927,0.0431,Apparel,2025-04-02
P-1031,Canvas Weekender Bag,122.86,83,1046,0.0793,Apparel,2025-04-02
P-1032,Rain Shell Jacket,69.53,32,580,0.0552,Apparel,2025-04-02
P-1033,Adjustable Dumbbell,42.18,41,533,0.0769,Fitness,2025-04-02
P-1034,Yoga Mat Pro,203.76,46,1242,0.037,Fitness,2025-04-02
P-1035,Resistance Band Kit,126.64,36,782,0.046,Fitness,2025-04-02
P-1036,Foam Roller,77.93,52,1232,0.0422,Fitness,2025-04-02
P-1037,Cycling Trainer Stand,165,111,1376,0.0807,Fitness,2025-04-02
P-1038,Hydration Vest,168.86,28,888,0.0315,Fitness,2025-04-02
P-1039,Recovery Massage Gun,107,30,604,0.0497,Fitness,2025-04-02
P-1040,Balance Board,185.18,92,1351,0.0681,Fitness,2025-04-02
P-1041,Organic Coffee Beans,10.41,267,2705,0.0987,Grocery,2025-04-02
P-1042,Protein Granola,16.43,97,692,0.1402,Grocery,2025-04-02
P-1043,Sparkling Water Pack,34.51,529,2404,0.22,Grocery,2025-04-02
P-1044,Olive Oil Tin,22.91,272,1562,0.1741,Grocery,2025-04-02
P-1045,Dried Mango Slices,12.88,136,698,0.1948,Grocery,2025-04-02
P-1046,Plant-Based Jerky,5.33,444,2548,0.1743,Grocery,2025-04-02
P-1047,Almond Butter Jar,19.78,175,1458,0.12,Grocery,2025-04-02
P-1048,Herbal Tea Sampler,31.19,323,2657,0.1216,Grocery,2025-04-02
P-1001,Wireless Earbuds,152.5,20,1214,0.0165,Electronics,2025-04-03
P-1002,USB-C Docking Hub,176.26,91,2609,0.0349,Electronics,2025-04-03
P-1003,Smart Home Camera,203.13,37,1974,0.0187,Electronics,2025-04-03
P-1004,Portable Charger,263.72,10,881,0.0114,Electronics,2025-04-03
P-1005,Bluetooth Speaker,238.16,41,1213,0.0338,Electronics,2025-04-03
P-1006,Gaming Keyboard,219.95,38,1082,0.0351,Electronics,2025-04-03
P-1007,Streaming Microphone,308,74,3050,0.0243,Electronics,2025-04-03
P-1008,Fitness Smartwatch,329.82,84,1714,0.049,Electronics,2025-04-03
P-1009,Ceramic Cookware Set,69.66,47,751,0.0626,Home & Kitchen,2025-04-03
P-1010,Air Fryer Basket,65.98,50,619,0.0808,Home & Kitchen,2025-04-03
P-1011,Memory Foam Pillow,83.94,89,1413,0.063,Home & Kitchen,2025-04-03
P-1012,Countertop Blender,118.96,74,1764,0.042,Home & Kitchen,2025-04-03
P-1013,Cotton Sheet Set,61.14,30,615,0.0488,Home & Kitchen,2025-04-03
P-1014,Desk Organizer,103.71,53,1372,0.0386,Home & Kitchen,2025-04-03
P-1015,LED Floor Lamp,82.23,30,1035,0.029,Home & Kitchen,2025-04-03
P-1016,Vacuum Storage Bags,66.62,87,1437,0.0605,Home & Kitchen,2025-04-03
P-1017,Hydrating Face Serum,66.11,51,920,0.0554,Beauty,2025-04-03
P-1018,Mineral Sunscreen,12.28,258,1751,0.1473,Beauty,2025-04-03
P-1019,Retinol Night Cream,27.99,176,1908,0.0922,Beauty,2025-04-03
P-1020,Matte Lip Kit,76.95,212,2512,0.0844,Beauty,2025-04-03
P-1021,Scalp Care Tonic,48.2,154,1784,0.0863,Beauty,2025-04-03
P-1022,Fragrance Discovery Set,17.27,278,2629,0.1057,Beauty,2025-04-03
P-1023,Reusable Makeup Pads,20.17,150,1260,0.119,Beauty,2025-04-03
P-1024,Volumizing Hair Brush,39.67,163,1020,0.1598,Beauty,2025-04-03
P-1025,Performance Hoodie,42.28,53,821,0.0646,Apparel,2025-04-03
P-1026,Running Shorts,111.81,99,1010,0.098,Apparel,2025-04-03
P-1027,Stretch Denim Jeans,71.2,118,1753,0.0673,Apparel,2025-04-03
P-1028,Linen Button Shirt,82.96,122,1858,0.0657,Apparel,2025-04-03
P-1029,Seamless Leggings,40.07,121,1209,0.1001,Apparel,2025-04-03
P-1030,Merino Crew Socks,105.93,59,1428,0.0413,Apparel,2025-04-03
P-1031,Canvas Weekender Bag,121.81,32,558,0.0573,Apparel,2025-04-03
P-1032,Rain Shell Jacket,67.15,41,561,0.0731,Apparel,2025-04-03
P-1033,Adjustable Dumbbell,42.51,35,459,0.0763,Fitness,2025-04-03
P-1034,Yoga Mat Pro,202.5,65,1763,0.0369,Fitness,2025-04-03
P-1035,Resistance Band Kit,126.83,33,796,0.0415,Fitness,2025-04-03
P-1036,Foam Roller,77.51,52,1706,0.0305,Fitness,2025-04-03
P-1037,Cycling Trainer Stand,159.46,115,1700,0.0676,Fitness,2025-04-03
P-1038,Hydration Vest,171.67,20,855,0.0234,Fitness,2025-04-03
P-1039,Recovery Massage Gun,108.46,18,508,0.0354,Fitness,2025-04-03
P-1040,Balance Board,189.72,96,1602,0.0599,Fitness,2025-04-03
P-1041,Organic Coffee Beans,10.06,276,2925,0.0944,Grocery,2025-04-03
P-1042,Protein Granola,17.34,97,784,0.1237,Grocery,2025-04-03
P-1043,Sparkling Water Pack,33.02,419,2025,0.2069,Grocery,2025-04-03
P-1044,Olive Oil Tin,23.73,490,2142,0.2288,Grocery,2025-04-03
P-1045,Dried Mango Slices,13.24,150,820,0.1829,Grocery,2025-04-03
P-1046,Plant-Based Jerky,5.17,553,2725,0.2029,Grocery,2025-04-03
P-1047,Almond Butter Jar,19.83,328,2148,0.1527,Grocery,2025-04-03
P-1048,Herbal Tea Sampler,28.56,356,2602,0.1368,Grocery,2025-04-03
P-1001,Wireless Earbuds,137.02,20,1118,0.0179,Electronics,2025-04-04
P-1002,USB-C Docking Hub,181.04,82,2510,0.0327,Electronics,2025-04-04
P-1003,Smart Home Camera,209.46,37,2418,0.0153,Electronics,2025-04-04
P-1004,Portable Charger,271.34,15,1054,0.0142,Electronics,2025-04-04
P-1005,Bluetooth Speaker,232.25,29,1007,0.0288,Electronics,2025-04-04
P-1006,Gaming Keyboard,221.1,43,1255,0.0343,Electronics,2025-04-04
P-1007,Streaming Microphone,240.45,89,1968,0.0452,Electronics,2025-04-04
P-1008,Fitness Smartwatch,370.18,87,1965,0.0443,Electronics,2025-04-04
P-1009,Ceramic Cookware Set,64.57,76,1152,0.066,Home & Kitchen,2025-04-04
P-1010,Air Fryer Basket,64.69,58,675,0.0859,Home & Kitchen,2025-04-04
P-1011,Memory Foam Pillow,84.11,105,1690,0.0621,Home & Kitchen,2025-04-04
P-1012,Countertop Blender,121.14,92,1978,0.0465,Home & Kitchen,2025-04-04
P-1013,Cotton Sheet Set,59.07,32,538,0.0595,Home & Kitchen,2025-04-04
P-1014,Desk Organizer,107.15,74,1301,0.0569,Home & Kitchen,2025-04-04
P-1015,LED Floor Lamp,68.15,36,1130,0.0319,Home & Kitchen,2025-04-04
P-1016,Vacuum Storage Bags,64.85,146,2010,0.0726,Home & Kitchen,2025-04-04
P-1017,Hydrating Face Serum,61.29,66,1013,0.0652,Beauty,2025-04-04
P-1018,Mineral Sunscreen,12.34,250,1864,0.1341,Beauty,2025-04-04
P-1019,Retinol Night Cream,29.4,146,1766,0.0827,Beauty,2025-04-04
P-1020,Matte Lip Kit,75.58,302,2545,0.1187,Beauty,2025-04-04
P-1021,Scalp Care Tonic,46.77,119,1616,0.0736,Beauty,2025-04-04
P-1022,Fragrance Discovery Set,18.04,247,2199,0.1123,Beauty,2025-04-04
P-1023,Reusable Makeup Pads,17.96,142,1385,0.1025,Beauty,2025-04-04
P-1024,Volumizing Hair Brush,43.39,160,1326,0.1207,Beauty,2025-04-04
P-1025,Performance Hoodie,40.05,95,928,0.1024,Apparel,2025-04-04
P-1026,Running Shorts,112.43,138,1216,0.1135,Apparel,2025-04-04
P-1027,Stretch Denim Jeans,72.57,143,2275,0.0629,Apparel,2025-04-04
P-1028,Linen Button Shirt,79.46,105,1581,0.0664,Apparel,2025-04-04
P-1029,Seamless Leggings,38.47,121,1121,0.1079,Apparel,2025-04-04
P-1030,Merino Crew Socks,108.59,68,1718,0.0396,Apparel,2025-04-04
P-1031,Canvas Weekender Bag,113.66,78,960,0.0813,Apparel,2025-04-04
P-1032,Rain Shell Jacket,66.59,46,656,0.0701,Apparel,2025-04-04
P-1033,Adjustable Dumbbell,39.97,47,601,0.0782,Fitness,2025-04-04
P-1034,Yoga Mat Pro,214.73,25,1145,0.0218,Fitness,2025-04-04
P-1035,Resistance Band Kit,130.08,26,766,0.0339,Fitness,2025-04-04
P-1036,Foam Roller,77.94,40,1383,0.0289,Fitness,2025-04-04
P-1037,Cycling Trainer Stand,157.05,77,1177,0.0654,Fitness,2025-04-04
P-1038,Hydration Vest,167.66,17,905,0.0188,Fitness,2025-04-04
P-1039,Recovery Massage Gun,88.82,30,657,0.0457,Fitness,2025-04-04
P-1040,Balance Board,190.04,70,1237,0.0566,Fitness,2025-04-04
P-1041,Organic Coffee Beans,9.71,166,1821,0.0912,Grocery,2025-04-04
P-1042,Protein Granola,17.21,116,895,0.1296,Grocery,2025-04-04
P-1043,Sparkling Water Pack,34.41,369,1743,0.2117,Grocery,2025-04-04
P-1044,Olive Oil Tin,24.03,296,1641,0.1804,Grocery,2025-04-04
P-1045,Dried Mango Slices,12.93,109,605,0.1802,Grocery,2025-04-04
P-1046,Plant-Based Jerky,5.16,652,2704,0.2411,Grocery,2025-04-04
P-1047,Almond Butter Jar,17.99,282,1607,0.1755,Grocery,2025-04-04
P-1048,Herbal Tea Sampler,28.39,444,2551,0.174,Grocery,2025-04-04
P-1001,Wireless Earbuds,136.98,22,1608,0.0137,Electronics,2025-04-05
P-1002,USB-C Docking Hub,181.47,66,2144,0.0308,Electronics,2025-04-05
P-1003,Smart Home Camera,207.37,46,2210,0.0208,Electronics,2025-04-05
P-1004,Portable Charger,259.84,14,1004,0.0139,Electronics,2025-04-05
P-1005,Bluetooth Speaker,235.08,48,1536,0.0313,Electronics,2025-04-05
P-1006,Gaming Keyboard,224.86,42,1190,0.0353,Electronics,2025-04-05
P-1007,Streaming Microphone,271.43,39,1551,0.0251,Electronics,2025-04-05
P-1008,Fitness Smartwatch,420.46,78,2004,0.0389,Electronics,2025-04-05
P-1009,Ceramic Cookware Set,66.67,57,1051,0.0542,Home & Kitchen,2025-04-05
P-1010,Air Fryer Basket,66.97,74,1007,0.0735,Home & Kitchen,2025-04-05
P-1011,Memory Foam Pillow,80.09,129,1634,0.0789,Home & Kitchen,2025-04-05
P-1012,Countertop Blender,116.32,63,1830,0.0344,Home & Kitchen,2025-04-05
P-1013,Cotton Sheet Set,59.7,31,681,0.0455,Home & Kitchen,2025-04-05
P-1014,Desk Organizer,105.72,70,1621,0.0432,Home & Kitchen,2025-04-05
P-1015,LED Floor Lamp,74.65,48,1288,0.0373,Home & Kitchen,2025-04-05
P-1016,Vacuum Storage Bags,79.68,151,2467,0.0612,Home & Kitchen,2025-04-05
P-1017,Hydrating Face Serum,59.06,80,1279,0.0625,Beauty,2025-04-05
P-1018,Mineral Sunscreen,12.48,376,2498,0.1505,Beauty,2025-04-05
P-1019,Retinol Night Cream,28.65,177,2235,0.0792,Beauty,2025-04-05
P-1020,Matte Lip Kit,75.66,253,2798,0.0904,Beauty,2025-04-05
P-1021,Scalp Care Tonic,48.14,148,2015,0.0734,Beauty,2025-04-05
P-1022,Fragrance Discovery Set,16.85,436,3199,0.1363,Beauty,2025-04-05
P-1023,Reusable Makeup Pads,17.7,140,1215,0.1152,Beauty,2025-04-05
P-1024,Volumizing Hair Brush,45.91,157,1176,0.1335,Beauty,2025-04-05
P-1025,Performance Hoodie,39.05,66,930,0.071,Apparel,2025-04-05
P-1026,Running Shorts,108.13,147,1140,0.1289,Apparel,2025-04-05
P-1027,Stretch Denim Jeans,71.32,184,2718,0.0677,Apparel,2025-04-05
P-1028,Linen Button Shirt,80.22,93,1880,0.0495,Apparel,2025-04-05
P-1029,Seamless Leggings,40.27,179,1901,0.0942,Apparel,2025-04-05
P-1030,Merino Crew Socks,105.31,75,1831,0.041,Apparel,2025-04-05
P-1031,Canvas Weekender Bag,113.6,88,963,0.0914,Apparel,2025-04-05
P-1032,Rain Shell Jacket,79.97,30,573,0.0524,Apparel,2025-04-05
P-1033,Adjustable Dumbbell,39.65,54,684,0.0789,Fitness,2025-04-05
P-1034,Yoga Mat Pro,208.19,48,1569,0.0306,Fitness,2025-04-05
P-1035,Resistance Band Kit,119.99,47,1037,0.0453,Fitness,2025-04-05
P-1036,Foam Roller,78.01,55,1599,0.0344,Fitness,2025-04-05
P-1037,Cycling Trainer Stand,165.49,114,1821,0.0626,Fitness,2025-04-05
P-1038,Hydration Vest,168.69,34,1098,0.031,Fitness,2025-04-05
P-1039,Recovery Massage Gun,96.24,34,772,0.044,Fitness,2025-04-05
P-1040,Balance Board,208.55,85,1619,0.0525,Fitness,2025-04-05
P-1041,Organic Coffee Beans,9.75,185,2240,0.0826,Grocery,2025-04-05
P-1042,Protein Granola,16.56,99,872,0.1135,Grocery,2025-04-05
P-1043,Sparkling Water Pack,33.32,510,2473,0.2062,Grocery,2025-04-05
P-1044,Olive Oil Tin,22.96,344,1703,0.202,Grocery,2025-04-05
P-1045,Dried Mango Slices,13.42,168,853,0.197,Grocery,2025-04-05
P-1046,Plant-Based Jerky,5.18,747,3540,0.211,Grocery,2025-04-05
P-1047,Almond Butter Jar,17.25,411,2504,0.1641,Grocery,2025-04-05
P-1048,Herbal Tea Sampler,33.69,338,2503,0.135,Grocery,2025-04-05
P-1001,Wireless Earbuds,137.2,31,1644,0.0189,Electronics,2025-04-06
P-1002,USB-C Docking Hub,180.5,77,2332,0.033,Electronics,2025-04-06
P-1003,Smart Home Camera,201.31,29,1801,0.0161,Electronics,2025-04-06
P-1004,Portable Charger,269.32,9,960,0.0094,Electronics,2025-04-06
P-1005,Bluetooth Speaker,246.25,35,1180,0.0297,Electronics,2025-04-06
P-1006,Gaming Keyboard,219.78,52,1509,0.0345,Electronics,2025-04-06
P-1007,Streaming Microphone,278.18,62,2351,0.0264,Electronics,2025-04-06
P-1008,Fitness Smartwatch,410.92,79,2218,0.0356,Electronics,2025-04-06
P-1009,Ceramic Cookware Set,66.99,72,933,0.0772,Home & Kitchen,2025-04-06
P-1010,Air Fryer Basket,65.64,86,913,0.0942,Home & Kitchen,2025-04-06
P-1011,Memory Foam Pillow,83.19,125,1757,0.0711,Home & Kitchen,2025-04-06
P-1012,Countertop Blender,116.52,66,1672,0.0395,Home & Kitchen,2025-04-06
P-1013,Cotton Sheet Set,61.46,25,550,0.0455,Home & Kitchen,2025-04-06
P-1014,Desk Organizer,103.14,76,1447,0.0525,Home & Kitchen,2025-04-06
P-1015,LED Floor Lamp,66.42,47,1445,0.0325,Home & Kitchen,2025-04-06
P-1016,Vacuum Storage Bags,78.62,89,1649,0.054,Home & Kitchen,2025-04-06
P-1017,Hydrating Face Serum,62.48,53,895,0.0592,Beauty,2025-04-06
P-1018,Mineral Sunscreen,12.49,217,1476,0.147,Beauty,2025-04-06
P-1019,Retinol Night Cream,29.46,192,2020,0.095,Beauty,2025-04-06
P-1020,Matte Lip Kit,76.28,248,2686,0.0923,Beauty,2025-04-06
P-1021,Scalp Care Tonic,47.88,148,2060,0.0718,Beauty,2025-04-06
P-1022,Fragrance Discovery Set,17.68,293,2604,0.1125,Beauty,2025-04-06
P-1023,Reusable Makeup Pads,18.7,140,1162,0.1205,Beauty,2025-04-06
P-1024,Volumizing Hair Brush,43.56,210,1267,0.1657,Beauty,2025-04-06
P-1025,Performance Hoodie,39.57,55,750,0.0733,Apparel,2025-04-06
P-1026,Running Shorts,112.18,109,1067,0.1022,Apparel,2025-04-06
P-1027,Stretch Denim Jeans,74.09,140,2196,0.0638,Apparel,2025-04-06
P-1028,Linen Button Shirt,79.12,92,1489,0.0618,Apparel,2025-04-06
P-1029,Seamless Leggings,39.98,147,1334,0.1102,Apparel,2025-04-06
P-1030,Merino Crew Socks,107.43,73,1762,0.0414,Apparel,2025-04-06
P-1031,Canvas Weekender Bag,111.72,106,1118,0.0948,Apparel,2025-04-06
P-1032,Rain Shell Jacket,76.55,26,485,0.0536,Apparel,2025-04-06
P-1033,Adjustable Dumbbell,37.98,48,647,0.0742,Fitness,2025-04-06
P-1034,Yoga Mat Pro,214.91,45,1361,0.0331,Fitness,2025-04-06
P-1035,Resistance Band Kit,127.32,30,850,0.0353,Fitness,2025-04-06
P-1036,Foam Roller,76.99,53,1476,0.0359,Fitness,2025-04-06
P-1037,Cycling Trainer Stand,167.78,87,1372,0.0634,Fitness,2025-04-06
P-1038,Hydration Vest,168.29,26,1074,0.0242,Fitness,2025-04-06
P-1039,Recovery Massage Gun,96.6,28,617,0.0454,Fitness,2025-04-06
P-1040,Balance Board,219.02,71,1577,0.045,Fitness,2025-04-06
P-1041,Organic Coffee Beans,9.51,198,2212,0.0895,Grocery,2025-04-06
P-1042,Protein Granola,17.49,88,871,0.101,Grocery,2025-04-06
P-1043,Sparkling Water Pack,33.97,476,2287,0.2081,Grocery,2025-04-06
P-1044,Olive Oil Tin,22.5,287,1406,0.2041,Grocery,2025-04-06
P-1045,Dried Mango Slices,13.33,87,554,0.157,Grocery,2025-04-06
P-1046,Plant-Based Jerky,5.1,509,2839,0.1793,Grocery,2025-04-06
P-1047,Almond Butter Jar,17.24,229,1275,0.1796,Grocery,2025-04-06
P-1048,Herbal Tea Sampler,32.35,392,2825,0.1388,Grocery,2025-04-06
P-1001,Wireless Earbuds,138.24,22,1267,0.0174,Electronics,2025-04-07
P-1002,USB-C Docking Hub,167.79,66,2114,0.0312,Electronics,2025-04-07
P-1003,Smart Home Camera,202.8,35,2049,0.0171,Electronics,2025-04-07
P-1004,Portable Charger,267.7,16,801,0.02,Electronics,2025-04-07
P-1005,Bluetooth Speaker,240.27,30,1116,0.0269,Electronics,2025-04-07
P-1006,Gaming Keyboard,226.15,38,1199,0.0317,Electronics,2025-04-07
P-1007,Streaming Microphone,247.74,44,1429,0.0308,Electronics,2025-04-07
P-1008,Fitness Smartwatch,433.58,51,1469,0.0347,Electronics,2025-04-07
P-1009,Ceramic Cookware Set,64,63,985,0.064,Home & Kitchen,2025-04-07
P-1010,Air Fryer Basket,65.85,85,818,0.1039,Home & Kitchen,2025-04-07
P-1011,Memory Foam Pillow,84.61,76,1161,0.0655,Home & Kitchen,2025-04-07
P-1012,Countertop Blender,114.64,77,1869,0.0412,Home & Kitchen,2025-04-07
P-1013,Cotton Sheet Set,60.4,23,466,0.0494,Home & Kitchen,2025-04-07
P-1014,Desk Organizer,102.78,43,939,0.0458,Home & Kitchen,2025-04-07
P-1015,LED Floor Lamp,68.65,24,830,0.0289,Home & Kitchen,2025-04-07
P-1016,Vacuum Storage Bags,82.25,78,1280,0.0609,Home & Kitchen,2025-04-07
P-1017,Hydrating Face Serum,61.96,67,1160,0.0578,Beauty,2025-04-07
P-1018,Mineral Sunscreen,12.35,208,1514,0.1374,Beauty,2025-04-07
P-1019,Retinol Night Cream,30.18,157,1598,0.0982,Beauty,2025-04-07
P-1020,Matte Lip Kit,78.44,230,2286,0.1006,Beauty,2025-04-07
P-1021,Scalp Care Tonic,48.03,101,1314,0.0769,Beauty,2025-04-07
P-1022,Fragrance Discovery Set,17.31,332,2364,0.1404,Beauty,2025-04-07
P-1023,Reusable Makeup Pads,17.17,112,821,0.1364,Beauty,2025-04-07
P-1024,Volumizing Hair Brush,44.55,135,1092,0.1236,Beauty,2025-04-07
P-1025,Performance Hoodie,39.03,90,809,0.1112,Apparel,2025-04-07
